Fecha,Ticker,Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,Ratio8,Ratio9,Ratio10,Ratio11,Ratio12,Ratio13,Ratio14,Ratio15,Ratio16,Ratio17,Ratio18,Ratio19,Ratio20,Ratio21,Ratio22,Ratio23,Ratio24,Ratio25,Ratio26,IssuerRating,SovereignRating
30/06/2017,IQ22298592,0.012401824,0.025853,5.819046603,0.078444348,0.574866899,9.856428242,2.180448803,1.585329874,20.4615,0.001128483,3.803329117,5.596577235,1.996,0.013193841,0.02678575,5.729067883,0.131828079,0.566976601,10.69422471,1.44082116,1.473735579,16.37415,-0.018868325,3.679401281,5.694980261,-36.7238,B+,AA+
30/09/2017,IQ22298592,0.017392413,0.029589,4.429731177,0.034290373,0.532161674,12.39304264,6.520890244,1.516842145,23.1495,0.006842471,4.021540114,5.483291131,14.7468,0.015124791,0.027793,5.274507165,0.10838406,0.562482107,11.34440966,2.762163596,1.482558337,26.03555,-0.002534749,3.833378898,5.817324034,-5.213,B+,AA+
30/09/2012,IQ249925,0.023078105,0.473224,1.754461315,0.093178395,0.267663774,295.6359389,5.006921213,1.607971746,-35.5785,0.179860303,0.263881422,1.876900901,9.0644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BBB+,AA+
31/12/2012,IQ249925,0.035869887,0.529959,1.334460511,0.132539626,0.294890233,253.7140858,4.805191019,1.32797282,5.7142,-0.730962043,0.354384332,1.929247593,-47.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BBB+,AA+
31/03/2013,IQ249925,0.027654754,0.51993,1.742725813,0.04689506,0.3020389,78.54942462,10.29970841,1.955877718,-11.3592,0.246435845,0.280588607,1.941474819,13.8464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BBB+,AA+
30/06/2013,IQ249925,0.029352049,0.512339,2.03841819,0.086741801,0.395889209,45.24130039,4.788312815,1.766413811,1.8001,-2.672602312,0.320942474,2.482421753,-158.7292,0.028988699,0.508863,1.717516457,0.08983872,0.315120529,168.2851874,6.225033366,1.664559024,-9.85585,-0.744317052,0.304949209,2.057511266,-45.7881,BBB,AA+
30/09/2013,IQ249925,0.024399428,0.479061,2.298955735,0.055789542,0.38740367,54.47607943,6.643424321,1.783775723,-15.1839,0.057621441,0.299721365,2.488568216,0.4488,0.02931903,0.51032225,1.853640062,0.080491507,0.345055503,107.9952226,6.634159142,1.708510018,-4.7572,-0.774876767,0.313909195,2.210428095,-47.942,BBB,AA+
31/12/2013,IQ249925,0.015488144,0.355434,2.56634644,0.013685015,0.349284341,26.32911099,23.24022087,2.153952843,-55.3457,-0.967190704,0.312540056,2.340353728,-69.2804,0.024223594,0.466691,2.161611545,0.050777855,0.35865403,51.14897885,11.24291661,1.915005024,-20.022175,-0.833933933,0.303448125,2.313204629,-53.4286,BBB,AA+
31/03/2014,IQ249925,0.018619413,0.428191,2.329195209,0.013665351,0.348373446,25.04441582,25.04441582,2.508025682,-36.9687,0.03343465,0.278444856,2.323052347,3.1476,0.021964758,0.44375625,2.308228894,0.042470427,0.370237667,37.77272666,14.92909346,2.053042015,-26.42455,-0.887184231,0.302912187,2.408599011,-56.1033,BBB,AA+
30/06/2014,IQ249925,0.016829171,0.431332,2.529076699,0.014208647,0.351569387,23.18230771,22.43849035,2.872087912,-34.9256,-0.110608553,0.259863764,2.340565212,-5.528,0.018834039,0.4235045,2.430893521,0.024337139,0.359157711,32.25797849,19.34163784,2.32946054,-35.605975,-0.246685791,0.28764251,2.373134876,-17.803,BBB,AA+
30/09/2014,IQ249925,0.018778341,0.436489,2.290567561,0.01596029,0.349293145,25.19996493,21.70331908,2.748463744,-16,0.048113934,0.277193918,2.339761593,4.4224,0.017428767,0.4128615,2.428796477,0.014379826,0.34963008,24.93894986,23.10661153,2.570632545,-35.81,-0.249062668,0.282010648,2.33593322,-16.8096,BBB,AA+
31/12/2014,IQ249925,0.009563446,0.300737,3.349035503,0.025456769,0.386109389,17.22220553,9.309300288,2.40234375,-28.6373,-1.106325184,0.304259276,2.634038252,-84.1956,0.015947593,0.39918725,2.624468743,0.017322764,0.358836342,22.6622235,19.62388139,2.632730272,-29.1329,-0.283846288,0.279940453,2.409354351,-20.5384,BBB,AA+
31/03/2015,IQ249925,0.012381776,0.37951,3.123826474,0.023093614,0.384998657,18.93333222,11.43624094,2.470992694,-24.334,0.025389755,0.26792374,2.620767847,2.7756,0.014388184,0.387017,2.823126559,0.01967983,0.367992645,21.1344526,16.22183767,2.623472025,-25.974225,-0.285857512,0.277310175,2.483783226,-20.6314,BBB-,AA+
30/06/2015,IQ249925,0.012532763,0.380995,3.147647633,0.036026201,0.386346519,18.99440994,7.359306017,2.623647604,-20.0377,-0.004034065,0.268851866,2.598888193,-0.2816,0.013314082,0.37443275,2.977769293,0.025134219,0.376686928,20.08747816,12.45204158,2.561361948,-22.25225,-0.25921389,0.2795572,2.548363971,-19.3198,BBB-,AA+
30/09/2015,IQ249925,0.015711331,0.413822,2.349691925,0.084246409,0.380312992,20.16837747,3.691706859,2.52839211,-15.965,-0.114038877,0.285828935,2.6185742,-8.0176,0.012547329,0.368766,2.992550384,0.042205748,0.384441889,18.82958129,7.949138526,2.50634404,-22.2435,-0.299752093,0.281715954,2.618067123,-22.4298,BBB-,AA+
31/12/2015,IQ249925,0.014254219,0.397229,2.112770714,0.020365169,0.378896153,18.23586671,17.51721186,2.960476448,9.348,-1.171581769,0.340276722,2.782443152,-107.7928,0.013720022,0.392889,2.683484187,0.040932848,0.38263858,19.08299659,10.00111642,2.645877214,-12.747175,-0.316066239,0.290720316,2.655168348,-28.3291,BBB-,AA+
31/03/2016,IQ249925,0.019238351,0.459585,1.917420317,0.020381328,0.359772924,22.45567215,19.07524839,2.688875669,4.4758,-0.043005181,0.304344398,2.686222599,-3.0476,0.015434166,0.41290775,2.381882647,0.040254777,0.376332147,19.96358157,11.91086828,2.700347958,-5.544725,-0.333164973,0.29982548,2.671532036,-29.7849,BBB-,AA+
30/06/2016,IQ249925,0.021363849,0.467693,1.742564224,0.019444444,0.351507577,25.60539635,21.50853294,2.83255814,12.1573,0.068588469,0.314325887,2.650517598,7.3704,0.017641938,0.43458225,2.030611795,0.036109337,0.367622412,21.61632817,15.44817501,2.752575592,2.504025,-0.31500934,0.311193985,2.684439387,-27.8719,BBB-,AA+
30/09/2016,IQ249925,0.032776651,0.539834,1.18770286,0.017917789,0.333190261,33.97256707,32.41826661,2.666666667,31.7747,0.07618633,0.358514125,2.603942288,10.05,0.021908267,0.46608525,1.740114529,0.019527183,0.355841729,25.06737557,22.62981495,2.787144231,14.43895,-0.267453038,0.329365283,2.680781409,-23.355,BBB-,AA+
31/12/2016,IQ249925,0.027232426,0.482535,1.238160548,0.018030513,0.313924953,28.15090981,31.30066196,2.679494228,15.8385,0.18326865,0.367162761,2.44972365,20.3224,0.025152819,0.48741175,1.521461987,0.018943519,0.339598929,27.54613635,26.07567747,2.716898676,16.061575,0.071259567,0.336086793,2.597601534,8.6738,BBB-,AA+
31/03/2017,IQ249925,0.018552876,0.461615,1.488045589,0.01547788,0.293551929,27.25922059,30.66662317,2.974885845,3.7204,0.340692423,0.301843929,2.383234073,33.2412,0.02498145,0.48791925,1.414118305,0.017717657,0.32304368,28.74702346,28.97352117,2.78840122,15.872725,0.167183968,0.335461675,2.521854402,17.746,BBB-,AA+
30/06/2017,IQ249925,0.027395668,0.526388,0.993405371,0.01558302,0.28844887,34.45448727,39.20683034,3.559508409,20.8289,0.501851852,0.334792886,2.20855798,39.9524,0.026489405,0.502593,1.226828592,0.0167523,0.307279003,30.95929619,33.39809552,2.970138787,18.040625,0.275499814,0.340578425,2.411364498,25.8915,BBB-,AA+
30/09/2017,IQ249925,0.020859923,0.465629,1.191273353,0.009771987,0.257139438,28.77515029,58.92054584,2.728423475,-25.1613,-0.005519318,0.317964263,2.157287902,-1.4756,0.023510223,0.48404175,1.227721215,0.01471585,0.288266298,29.65994199,40.02366533,2.985577989,3.806625,0.255073402,0.33044096,2.299700901,23.0101,BBB-,AA+
30/09/2012,IQ3711992,0.021544423,0.716849,1.149113527,0,0.230898556,73.11232261,NaN,0.601466498,-26.2994,0.17403847,0.275736747,2.057991253,10.0028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BB+,AA+
31/12/2012,IQ3711992,0.020052062,0.758786,1.107131006,0,0.247510491,78.81476043,NaN,0.603492423,60.4972,0.156419073,0.287295878,2.106011227,9.5816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BB+,AA+
31/03/2013,IQ3711992,0.020304282,0.676628,1.395491732,0.119047619,0.274783582,69.81754661,5.995930902,0.447388938,8.0246,0.155753526,0.28987993,2.158493118,9.8652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BB+,AA+
30/06/2013,IQ3711992,0.027923762,0.784499,1.186496834,0.111111111,0.277171764,81.1682479,7.506764239,1.180823313,10.5096,0.225658553,0.29469099,2.205689077,14.95,0.022456132,0.7341905,1.209558275,0.057539683,0.257591098,75.72821939,6.751347571,0.708292793,13.183,0.177967405,0.286900886,2.132046169,11.0999,BB+,AA+
30/09/2013,IQ3711992,0.021296217,0.670229,1.085622127,0.086088421,0.318176793,69.24376446,6.921052746,1.41720253,26.3254,0.316239541,0.28285391,2.346229364,21.5672,0.022394081,0.7225355,1.193685424,0.079061788,0.279410658,74.76107985,6.807915962,0.912226801,26.3392,0.213517673,0.288680177,2.204105696,13.991,BB+,AA+
31/12/2013,IQ3711992,-0.006540465,0.764047,0.99321572,0,0.30042939,45.3842191,NaN,1.375387207,24.1184,-0.09204798,0.291549753,2.302362004,-6.1372,0.015745949,0.72385075,1.165206603,0.079061788,0.292640382,66.40344452,6.807915962,1.105200497,17.2445,0.15140091,0.289743646,2.253193391,10.0613,BB+,AA+
31/03/2014,IQ3711992,0.023624974,0.703915,1.20704284,0,0.295452632,44.17641195,NaN,1.130952021,24.2022,0.164951151,0.294473533,2.278759568,11.216,0.016576122,0.7306725,1.11809438,0.049299883,0.297807645,59.99316085,7.213908492,1.276091268,21.2889,0.153700316,0.290892047,2.283260003,10.399,BB+,AA+
30/06/2014,IQ3711992,0.029585527,0.744408,1.076604866,0,0.283526132,57.72259172,NaN,0.778692886,20.0932,0.200083762,0.323498488,2.284271326,15.0696,0.016991563,0.72064975,1.090621388,0.021522105,0.299396237,54.13174681,6.921052746,1.175558661,23.6848,0.147306619,0.298093921,2.302905566,10.4289,BB+,AA+
30/09/2014,IQ3711992,0.030653055,0.813103,1.138572463,0,0.286287784,60.39579397,NaN,0.615337097,38.3377,0.214655112,0.306089893,2.256426271,15.1168,0.019330773,0.75636825,1.103858972,0,0.291423985,51.91975419,NaN,0.975092303,26.687875,0.121910511,0.303902917,2.280454792,8.8163,BB+,AA+
31/12/2014,IQ3711992,-0.034010404,0.869515,2.584315846,0,0.401496515,43.11102178,NaN,0.697548895,9.1533,-0.572727508,0.176193965,2.458249314,-28.394,0.012463288,0.78273525,1.501634004,0,0.316690766,51.35145486,NaN,0.805632725,22.9466,0.001740629,0.27506397,2.31942662,3.2521,BB+,AA+
31/03/2015,IQ3711992,-0.006190625,0.463686,5.823128272,0.000953982,0.362661381,11.8759865,176.3750259,0.865749193,-52.6325,-0.223170757,0.13159966,2.128523246,-6.796,0.005009388,0.722678,2.655655362,0.000238496,0.333492953,43.27634849,176.3750259,0.739332018,3.737925,-0.095289848,0.234345502,2.281867539,-1.2509,BB+,AA+
30/06/2015,IQ3711992,-0.005413777,0.455703,4.790544766,0,0.369029322,12.13759442,NaN,0.743997479,-51.9748,-0.251388519,0.167103211,2.119004191,-8.8484,-0.003740438,0.65050175,3.584140337,0.000238496,0.354868751,31.88009917,176.3750259,0.730658166,-14.279075,-0.208157918,0.195246682,2.240550755,-7.2304,BB+,AA+
30/09/2015,IQ3711992,-0.129332274,1.035478,2.739017541,0,0.450186255,22.52683608,NaN,0.730656404,-20.4535,-4.055887546,0.157589341,2.406621996,-129.0976,-0.04373677,0.7060955,3.984251606,0.000238496,0.395843368,22.4128597,176.3750259,0.759487993,-28.976875,-1.275793583,0.158121544,2.278099687,-43.284,BB+,AA+
31/12/2015,IQ3711992,-0.004438285,0.756759,4.500838345,0,0.456375907,13.36487295,NaN,0.892261421,-46.379,-0.259484601,0.133575963,2.393374883,-8.2196,-0.03634374,0.6779065,4.463382231,0.000238496,0.409563217,14.97632249,176.3750259,0.808166125,-42.85995,-1.197482856,0.147467044,2.261881079,-38.2404,BB,AA+
31/03/2016,IQ3711992,-0.022175185,0.300708,16.81065731,0,0.477102399,3.87355167,NaN,0.854074457,-64.0231,-0.651127877,0.094361652,2.434567248,-14.6936,-0.04033988,0.637162,7.210264492,0,0.438173471,12.97571378,NaN,0.80524744,-45.7076,-1.304472136,0.138157542,2.33839208,-40.2148,B+,AA+
30/06/2016,IQ3711992,-0.014392489,0.528296,7.544394458,0,0.459101978,8.333725002,NaN,0.747640853,-39.4363,-0.970442603,0.114831923,2.267747559,-25.7368,-0.042584558,0.65531025,7.898726915,0,0.460691635,12.02474642,NaN,0.806158284,-42.572975,-1.484235657,0.12508972,2.375577922,-44.4369,B+,AA+
30/09/2016,IQ3711992,-0.011041211,0.653488,5.380682192,0,0.405894388,8.937405321,NaN,0.720297328,-60.3129,-2.396594532,0.114917288,2.186295061,-59.1784,-0.013011792,0.55981275,8.559143077,0,0.449618668,8.627388736,NaN,0.803568515,-52.537825,-1.069412403,0.114421707,2.320496188,-26.9571,B+,AA+
31/12/2016,IQ3711992,-0.014540496,0.500844,5.546805052,0,0.35796397,2.007415129,NaN,1.301613318,-45.7035,-0.553363888,0.126812676,1.917998397,-14.2116,-0.015537345,0.495834,8.820634754,0,0.425015684,5.788024281,NaN,0.905906489,-52.36895,-1.142882225,0.112730885,2.201652066,-28.4551,BB-,AA+
31/03/2017,IQ3711992,-0.008476404,0.517406,4.488873793,0,0.337490188,14.6246216,NaN,0.550430944,121.3066,-0.256312986,0.144555428,1.854080972,-6.8128,-0.01211265,0.5500085,5.740188874,0,0.390112631,8.475791764,NaN,0.829995611,-6.036525,-1.044178502,0.125279329,2.056530497,-26.4849,BB-,AA+
30/06/2017,IQ3711992,-0.006265537,0.632971,4.514857952,0,0.348183,15.02371596,NaN,0.621116926,9.8637,-0.231960738,0.120972388,1.882549553,-5.2472,-0.010080912,0.57617725,4.982804747,0,0.362382886,10.1482895,NaN,0.798364629,6.288475,-0.859558036,0.126814445,1.960230996,-21.3625,BB-,AA+
30/09/2017,IQ3711992,-0.010041307,0.465442,5.286786327,0,0.34477108,11.58181854,NaN,0.585910141,-26.9261,-0.965418683,0.139577432,1.802931866,-23.5936,-0.009830936,0.52916575,4.959330781,0,0.347102059,10.80939281,NaN,0.764767832,14.635175,-0.501764074,0.132979481,1.864390197,-12.4663,BB-,AA+
30/09/2012,IQ701179,0.022315029,0.070231,0.81340577,0.151992275,0.188846175,55.32712649,3.598844277,1.514285013,-3.0487,-0.107976289,1.470834846,2.54645923,-37.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,AA+
31/12/2012,IQ701179,0.011194167,0.044078,1.80488468,0.171472173,0.212333452,33.70953093,1.681921731,1.45918095,-3.1215,0.018891354,1.389299805,2.752454119,7.1936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,AA+
31/03/2013,IQ701179,0.012768366,0.048514,1.730215623,0.131440461,0.227922635,32.56876796,2.266965389,1.556806689,18.4089,0.027045515,1.399891366,2.716796546,10.4264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,AA+
30/06/2013,IQ701179,0.02018353,0.065459,1.190793321,0.013966963,0.208005498,46.1936438,33.63843358,1.570742229,16.1273,0.034222656,1.492942877,2.712896298,13.7796,0.016615273,0.0570705,1.384824849,0.117217968,0.20927694,41.94976729,10.29654124,1.52525372,7.0915,-0.006954191,1.438242223,2.682151548,-1.6456,NaN,AA+
30/09/2013,IQ701179,0.020008391,0.062525,1.101289234,0.071817271,0.207095495,50.76934766,6.170766732,1.524970673,-12.8054,0.036827704,1.467861169,2.731613418,15.2044,0.016038613,0.055144,1.456795714,0.097174217,0.21383927,40.81032259,10.93952186,1.527925135,4.652325,0.029246807,1.437498804,2.728440095,11.651,NaN,AA+
31/12/2013,IQ701179,0.009688011,0.040305,1.668367559,0.077142514,0.206818216,30.21038913,3.382299802,1.504325661,-2.6781,0.028863668,1.338861802,2.749662617,10.7772,0.015662075,0.05420075,1.422666434,0.073591802,0.212460461,39.93553714,11.36461638,1.539211313,4.763175,0.031739886,1.424889304,2.72774222,12.5469,NaN,AA+
31/03/2014,IQ701179,0.010514628,0.044493,1.766590353,0.075410314,0.193290215,31.73970754,4.049333419,1.510677754,-12.7061,0.021467517,1.326577008,2.577238241,7.8816,0.01509864,0.0531955,1.431760117,0.059584266,0.203802356,39.72827203,11.81020838,1.527679079,-3.015575,0.030345386,1.406560714,2.692852643,11.9107,NaN,AA+
30/06/2014,IQ701179,0.014779251,0.055566,1.229804541,0.067894574,0.182164059,44.6514242,6.147241546,1.51997215,-19.1908,0.035180156,1.368260864,2.519732881,12.3544,0.01374757,0.05072225,1.441512922,0.073066168,0.197341997,39.34271713,4.937410375,1.514986559,-11.8451,0.030584761,1.375390211,2.644561789,11.5544,NaN,AA+
30/09/2014,IQ701179,0.019829091,0.05426,0.772765521,0.06415778,0.163958221,54.95763776,8.634457239,1.398386005,-6.4898,0.024985473,1.673931884,2.69457905,11.3492,0.013702746,0.048656,1.359381994,0.071151295,0.186557678,40.38978966,5.553333002,1.483340392,-10.2662,0.027624204,1.42690789,2.635303197,10.5906,NaN,AA+
31/12/2014,IQ701179,0.009147726,0.055543,4.567726565,0.041609369,0.349584646,7.835176397,4.48574128,1.382433391,195.2432,-0.024725785,1.174757875,3.71245395,-10.5144,0.013567674,0.0524655,2.084221745,0.062268009,0.222249286,34.79598648,5.829193371,1.452867325,39.214125,0.01422684,1.385881908,2.87600103,5.2677,BB,AA+
31/03/2015,IQ701179,0.005209402,0.063764,3.711719364,0.037434123,0.348073292,18.94618766,6.293367768,1.341637182,244.934,5.90E-05,1.286014667,3.766887629,2.18,0.012241368,0.05728325,2.570503998,0.052773961,0.260945055,31.59760651,6.390201958,1.410607182,103.62415,0.008874719,1.375741322,3.173413377,3.8423,BB,AA+
30/06/2015,IQ701179,0.00700331,0.051521,4.445583611,0.035729562,0.335348114,15.56949905,5.496674381,1.306293182,99.9982,-0.003778812,1.278319116,3.806382613,-0.0264,0.010297382,0.056272,3.374448765,0.044732708,0.299241068,24.32712522,6.227560167,1.35718744,133.4214,-0.000865023,1.353255885,3.495075811,0.7471,BB,AA+
30/09/2015,IQ701179,0.010532529,0.062605,3.316482904,0.03481944,0.328731271,19.69978313,7.374140037,1.291566964,113.6632,0.000223557,1.34823364,3.859685487,2.8736,0.007973242,0.05835825,4.010378111,0.037398123,0.340434331,15.51266156,5.912480867,1.33048268,163.45965,-0.007055503,1.271831324,3.78635242,-1.3718,BB,AA+
31/12/2015,IQ701179,0.008294453,0.051943,4.328228774,0.034586995,0.334298269,15.0027142,5.708113069,1.24005414,-12.9481,-0.0047391,1.270610684,3.844787355,-0.0448,0.007759923,0.05745825,3.950503663,0.03564253,0.336612736,17.30454601,6.218073814,1.294887867,111.411825,-0.002058832,1.295794527,3.819435771,1.2456,BB,AA+
31/03/2016,IQ701179,0.011007694,0.05961,3.640191988,0.076580289,0.319717725,16.65539305,3.050033775,1.194934006,11.654,0.009546947,1.252763933,3.817651475,7.4164,0.009209497,0.05641975,3.932621819,0.045429071,0.329523845,16.73184735,5.407240315,1.258212073,53.091825,0.000313148,1.287481843,3.832126732,2.5547,BB,AA+
30/06/2016,IQ701179,0.010266367,0.054378,3.824151752,0.082432855,0.309490978,15.33948094,2.70842239,1.167544326,1.2419,0.015297649,1.270695524,3.691823036,9.0944,0.010025261,0.057134,3.777263854,0.057104895,0.323059561,16.67434283,4.710177318,1.223524859,28.40275,0.005082263,1.285575945,3.803486838,4.8349,BB,AA+
30/09/2016,IQ701179,0.008672704,0.046799,4.242293408,0.088799575,0.300529368,11.02467514,2.209154407,1.131205846,-31.0265,0.001666398,1.259758523,3.863979593,1.41,0.009560305,0.0531825,4.008716481,0.070599929,0.316009085,14.50556583,3.41893091,1.18343458,-7.769675,0.005442973,1.263457166,3.804560365,4.469,BB,AA+
31/12/2016,IQ701179,0.010166114,0.046864,4.176694681,0.087280487,0.304246963,15.23199788,2.277481525,1.158706862,-8.5054,0.010824971,1.290502714,3.79478225,7.3984,0.01002822,0.05191275,3.970832957,0.083773302,0.308496259,14.56288675,2.561273024,1.16309776,-6.659,0.009333991,1.268430173,3.792059089,6.3298,BB,AA+
31/03/2017,IQ701179,1.02E-02,0.047558,4.129387036,0.083887129,0.308167097,13.62752593,2.388269925,1.217653234,-19.3821,0.02312885,1.298199456,3.658891044,12.7152,0.009816425,0.04889975,4.093131719,0.085600012,0.305608601,13.80591997,2.395832062,1.168777567,-14.418025,0.012729467,1.279789054,3.752368981,7.6545,BB,AA+
30/06/2017,IQ701179,0.010207396,0.045674,3.718055103,0.040180836,0.28265941,13.54025013,5.30313898,1.220380869,-13.0963,0.022213687,1.318701133,3.532944076,14.24,0.009801682,0.04672375,4.066607557,0.075037007,0.298900709,13.35611227,3.044511209,1.181986703,-18.002575,0.014458477,1.291790456,3.712649241,8.9409,BB,AA+
30/09/2017,IQ701179,0.009255081,0.038793,4.036420037,0.036939639,0.267008457,13.87161415,5.306869287,1.19787881,9.9056,0.018220949,1.34928189,3.415902395,10.2108,0.009947277,0.04472225,4.015139214,0.062072023,0.290520481,14.06784702,3.818939929,1.198654944,-7.76955,0.018597114,1.314171298,3.600629941,11.1411,BB,AA+
30/09/2012,IQ29374,0.042097549,0.235283,2.322975327,0.060216355,0.538189073,21.22553021,6.266331156,1.452620434,13.6736,0.088867925,0.863121896,3.51790318,36.2188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BB-,AA+
31/12/2012,IQ29374,0.042000165,0.226314,2.268631752,0.010849621,0.517163132,20.329144,36.323397,2.116317714,3.9562,0.086127909,0.900569354,3.247755594,31.7892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BB-,AA+
31/03/2013,IQ29374,0.050328136,0.252123,2.276317074,0.008928571,0.575847511,23.55370572,46.34143727,1.884227129,14.0912,0.090764331,0.945031978,4.128213978,40.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BB-,AA+
30/06/2013,IQ29374,0.043635785,0.238026,2.377552379,0.008266326,0.529800534,21.75401557,48.25436182,1.898267009,8.0618,0.29632287,0.887844886,3.353404539,107.7304,0.044515409,0.2379365,2.311369133,0.022065218,0.540250062,21.71559888,34.29638181,1.837858071,9.9457,0.140520759,0.899142028,3.561819323,53.9361,BB-,AA+
30/09/2013,IQ29374,0.042949345,0.241187,2.339485947,0.010379574,0.516291805,21.2015766,39.1532765,1.844451572,10.1889,0.104676259,0.86993937,3.203232678,37.8512,0.044728358,0.2394125,2.315496788,0.009606023,0.534775745,21.70961047,42.51811815,1.935815856,9.074525,0.144472842,0.900846397,3.483151697,54.3442,BB-,AA+
31/12/2013,IQ29374,0.048255997,0.259454,2.46271856,0.008105437,0.598761048,22.26409042,47.96734927,1.862644416,15.3244,0.086015831,0.897253788,4.404588113,37.3352,0.046292316,0.2476975,2.36401849,0.008919977,0.555175224,22.19334708,45.42910621,1.872397531,11.916575,0.144444823,0.900017505,3.772359827,55.7307,BB-,AA+
31/03/2014,IQ29374,0.045803631,0.244474,2.540303691,0,0.591981411,20.45870592,NaN,1.937748344,0.1403,0.080006853,0.919538419,4.315261727,42.344,0.04516119,0.24578525,2.430015144,0.006687834,0.559208699,21.41959713,45.12499586,1.885777835,8.42885,0.141755453,0.893644116,3.819121764,56.3152,BB-,AA+
30/06/2014,IQ29374,0.04921405,0.257435,2.299778018,0,0.572520862,22.04310338,NaN,1.940862011,15.4483,0.139640397,0.923888997,3.897881997,60.2528,0.046555756,0.2506375,2.410571554,0.004621253,0.569888781,21.49186908,43.56031288,1.896426586,10.275475,0.102584835,0.902655143,3.955241128,44.4458,BB-,AA+
30/09/2014,IQ29374,0.042054402,0.246135,2.376816933,0.126371295,0.59051539,20.84887403,2.779849871,1.521274529,4.7722,0.085102769,0.842806013,4.001718705,38.6696,0.04633202,0.2518745,2.419904301,0.033619183,0.588444678,21.40369344,25.37359957,1.815632325,8.9213,0.097691462,0.895871804,4.154862635,44.6504,BB-,AA+
31/12/2014,IQ29374,0.032504107,0.227916,3.732661837,0.009757928,0.625322694,21.52520293,26.596044,1.884710404,-1.0022,0.069380356,0.712039427,4.274893404,29.3124,0.042394048,0.24399,2.73739012,0.034032306,0.595085089,21.21897156,14.68794694,1.821148822,4.83965,0.093532594,0.849568214,4.122438958,42.6447,BB-,AA+
31/03/2015,IQ29374,0.035914922,0.220027,3.216963964,0.065924394,0.635093211,20.17606075,4.283035594,1.740353698,12.4036,0.05829904,0.815003214,4.372357326,29.3616,0.03992187,0.23787825,2.906555188,0.050513404,0.605863039,21.14831027,11.21964315,1.77180016,7.905475,0.08810564,0.823434413,4.136712858,39.3991,BB-,AA+
30/06/2015,IQ29374,0.04084162,0.231453,2.971476427,0.010066798,0.612710765,22.57603049,32.59810009,1.953922106,13.8381,0.056934307,0.868713071,4.019346617,29.402,0.037828763,0.23138275,3.07447979,0.053030104,0.615910515,21.28154205,16.56425739,1.775065184,7.502925,0.067429118,0.809640431,4.167079013,31.6864,BB-,AA+
30/09/2015,IQ29374,0.032523004,0.223857,2.941684799,0.008356053,0.664650648,19.31458318,29.13555768,3.624876115,22.0014,0.066024222,0.722848469,4.698993697,30.5516,0.035445913,0.22581325,3.215696757,0.023526293,0.63444433,20.89796934,23.15318434,2.300965581,11.810225,0.062659481,0.779651045,4.341397761,29.6569,BB-,AA+
31/12/2015,IQ29374,0.034324049,0.230555,3.897132611,0.011603342,0.688543453,17.89230865,21.68470016,1.404080675,36.7374,0.054316422,0.75143831,5.115615282,28.8576,0.035900899,0.226473,3.25681445,0.023987647,0.650249519,19.98974577,21.92534838,2.180808149,21.245125,0.058893498,0.789500766,4.551578231,29.5432,BB-,AA+
31/03/2016,IQ29374,0.034828462,0.227135,3.74938956,0.011745074,0.676214656,18.19728211,22.17483011,1.362871928,23.4184,0.064927796,0.775383547,5.008477339,33.7488,0.035629283,0.22825,3.389920849,0.010442817,0.660529881,19.49505111,26.39829701,2.086437706,23.998825,0.060550687,0.779595849,4.710608234,30.64,BB-,AA+
30/06/2016,IQ29374,0.035919354,0.231194,3.6027246,0.011825693,0.66625653,19.29031596,22.93697843,1.436506208,20.0114,0.069148349,0.781677676,4.778832267,34.4216,0.034398717,0.22818525,3.547732892,0.01088254,0.673916322,18.67362248,23.9830166,1.957083731,25.54215,0.063604197,0.757837,4.900479646,31.8949,BB-,AA+
30/09/2016,IQ29374,0.035000972,0.225438,3.568102826,0.012222665,0.650098245,19.35053704,22.34776696,1.399159664,19.3267,0.067653509,0.787683804,4.52629007,31.396,0.035018209,0.2285805,3.704337399,0.011849194,0.670278221,18.68261094,22.28606892,1.400654619,24.873475,0.064011519,0.774045834,4.85730374,32.106,BB-,AA+
