Fecha,Ticker,Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,Ratio8,Ratio9,Ratio10,Ratio11,Ratio12,Ratio13,Ratio14,Ratio15,Ratio16,Ratio17,Ratio18,Ratio19,Ratio20,Ratio21,Ratio22,Ratio23,Ratio24,Ratio25,Ratio26,Ratio27,Ratio28,Ratio29,Ratio30,IssuerRating,SovereignRating
31/03/2016,BVC:GRUPOAVAL,9.424494897,0.185570822,0.962604729,0.026513195,0.019024001,0.048086595,0.470745414,0.525650348,1.9204,0.237630832,0.081156892,18.0988,0.147792502,1.051113837,0.712978632,9.421210318,0.18324186,0.9566403,0.025761487,0.015615409,0.051111185,0.489570298,0.457478114,1.8487,0.242050344,0.075044434,17.4025,0.138378254,1.071172423,0.700708738,NaN,BBB
30/06/2016,BVC:GRUPOAVAL,9.227654217,0.189028075,0.96506972,0.026283896,0.020653032,0.050968249,0.461481775,0.476638481,1.9064,0.239161046,0.079574382,17.5916,0.14238834,1.066498755,0.713979536,9.47904299,0.181965779,0.953395595,0.025707856,0.016862425,0.050882355,0.489323441,0.463230945,1.8085,0.23319155,0.076193272,17.1511,0.133693979,1.075055676,0.70236411,NaN,BBB
30/09/2016,BVC:GRUPOAVAL,9.085148515,0.188740018,0.963364276,0.027319429,0.017472732,0.051778418,0.490231001,0.464117956,1.818,0.23057894,0.078729,16.5168,0.131473476,1.081957412,0.706974607,9.368730118,0.18559337,0.95066088,0.026280007,0.01804955,0.050899626,0.476023133,0.481230905,1.9505,0.246119576,0.079052608,18.3033,0.128135076,1.073351542,0.708887712,NaN,BBB
31/12/2016,BVC:GRUPOAVAL,9.054363797,0.180947095,0.973642644,0.02643988,0.017621482,0.049520731,0.531593303,0.45196664,1.3612,0.183973018,0.072702933,12.3248,0.106967847,1.119940953,0.721756803,9.197915356,0.186071502,0.966170342,0.0266391,0.018692812,0.050088498,0.488512873,0.479593356,1.7515,0.222835959,0.078040802,16.133,0.132155541,1.079877739,0.713922395,NaN,BBB
31/03/2017,BVC:GRUPOAVAL,9.261756138,0.181443012,0.960247302,0.028194456,0.0185599,0.052439888,0.472966233,0.440229125,1.9224,0.250255438,0.076326527,17.8048,0.129687357,1.061044297,0.721383935,9.157230667,0.18503955,0.965580985,0.027059415,0.018576787,0.051176822,0.489068078,0.45823805,1.752,0.225992111,0.076833211,16.0595,0.127629255,1.082360354,0.71602372,NaN,BBB
30/06/2017,BVC:GRUPOAVAL,9.409506938,0.182562231,0.967497977,0.029047728,0.022321358,0.049294666,0.51794742,0.463061296,1.3548,0.180119348,0.074634634,12.748,0.123242554,1.077409554,0.728615016,9.202693847,0.183423089,0.96618805,0.027750373,0.018993868,0.050758426,0.503184489,0.454843754,1.6141,0.211231686,0.075598274,14.8486,0.122842808,1.085088054,0.71968259,NaN,BBB
30/09/2017,BVC:GRUPOAVAL,9.159096808,0.190604901,0.978148726,0.032720341,0.02524995,0.059981108,0.469742631,0.383849563,1.5412,0.19166218,0.080902809,14.116,0.126351502,1.091072432,0.723973066,9.22118092,0.18388931,0.969884162,0.029100601,0.020938173,0.052809098,0.498062397,0.434776656,1.5449,0.201502496,0.076141726,14.2484,0.121562315,1.087366809,0.723932205,NaN,BBB
31/12/2017,BVC:GRUPOAVAL,9.065224626,0.184051524,0.986926771,0.032727752,0.023302751,0.051966492,0.529323264,0.442063571,1.202,0.15499769,0.076172915,10.8964,0.111116545,1.108082761,0.735430005,9.223896127,0.184665417,0.973205194,0.030672569,0.02235849,0.053420538,0.497494887,0.432300889,1.5051,0.194258664,0.077009221,13.8913,0.122599489,1.084402261,0.727350505,NaN,BBB-
31/03/2018,BVC:GRUPOAVAL,9.36356914,0.190423813,0.974267983,0.042558211,0.02142838,0.055928074,0.487693397,0.388748799,1.6228,0.213142532,0.076863024,15.1952,0.125916141,1.074233438,0.729070993,9.249349378,0.186910617,0.976710365,0.034263508,0.02307561,0.054292585,0.501176678,0.419430807,1.4302,0.184980438,0.077143346,13.2389,0.121656686,1.087699547,0.72927227,NaN,BBB-
30/09/2012,IQ20763389,NaN,0.213219671,0.843840706,0.029950509,0.014863446,NaN,0.1273272,0.514082858,NaN,0.489960019,0.01783604,NaN,0.302360438,0.680357266,0.724325277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BBB-
31/12/2012,IQ20763389,12.13434514,0.217444834,0.877454873,0.032195652,-0.028132253,0.008048735,1.141123949,0.838265062,0.7116,0.185891755,0.037262323,8.6348,0.340891907,0.702619894,0.687002455,12.13434514,0.215332252,0.860647789,0.03107308,-0.006634404,0.008048735,0.634225575,0.67617396,0.7116,0.337925887,0.027549182,8.6348,0.321626173,0.69148858,0.705663866,NaN,BBB-
31/03/2013,IQ20763389,NaN,NaN,NaN,NaN,NaN,NaN,0.599677557,0.810827743,NaN,0.256893686,NaN,12.8744,NaN,NaN,NaN,12.13434514,0.215332252,0.860647789,0.03107308,-0.006634404,0.008048735,0.622709569,0.721058554,0.7116,0.310915153,0.027549182,10.7546,0.321626173,0.69148858,0.705663866,NaN,BBB-
30/06/2013,IQ20763389,NaN,0.213984053,0.861840532,0.02974058,-0.00074044,0.025628404,0.736677116,0.623597119,NaN,0.217078657,0.026187448,7.4024,0.341828869,0.610166089,0.760334888,12.13434514,0.214882853,0.86104537,0.030628914,-0.004669749,0.016838569,0.651201455,0.696693195,0.7116,0.287456029,0.02709527,9.6372,0.328360405,0.664381083,0.72388754,NaN,BBB
30/09/2013,IQ20763389,11.97433036,0.235144319,0.849663569,0.0285778,0.003492322,0.012785743,0.682083273,0.693021906,0.7168,0.224662701,0.031440811,8.5832,0.336391511,0.587841141,0.796303574,12.05433775,0.222191069,0.862986325,0.030171344,-0.008460124,0.015487627,0.789890474,0.741427958,0.7142,0.2211317,0.031630194,9.3737,0.339704096,0.633542375,0.747880306,NaN,BBB
31/12/2013,IQ20763389,13.04191295,0.175690456,0.873508048,0.033710734,0.030690001,0.071131691,0.619488332,0.398375972,0.7444,0.081050641,0.080564934,9.7084,0.308211313,0.670266957,0.76762503,12.50812165,0.208272943,0.861670716,0.030676371,0.011147294,0.036515279,0.659481569,0.631455685,0.7306,0.194921421,0.046064398,9.6421,0.328810564,0.622758062,0.774754497,NaN,BBB
31/03/2014,IQ20763389,15.05827506,0.169796354,0.826895554,0.033490459,0.020688915,0.02330521,0.467030604,0.517971904,0.5148,0.138298254,0.036149262,7.752,0.27750698,0.618341456,0.822568124,13.35817279,0.198653796,0.852976926,0.031379893,0.013532699,0.033212762,0.626319831,0.558241725,0.658666667,0.165272563,0.043585614,8.3615,0.315984668,0.621653911,0.786707904,NaN,BBB
30/06/2014,IQ20763389,15.28352273,0.173201145,0.808285592,0.033413671,0.006242898,0.024621012,0.628405444,0.481292681,0.704,0.199126469,0.034936477,10.7596,0.264560233,0.635584491,0.795628685,13.83951027,0.188458069,0.839588191,0.032298166,0.015278534,0.032960914,0.599251913,0.522665616,0.67,0.160784516,0.045772871,9.2008,0.296667509,0.628008511,0.795531353,NaN,BBB
30/09/2014,IQ20763389,15.40737952,0.163912075,0.793665841,0.031788379,0.006448903,0.021823353,0.678797044,0.428268125,0.5312,0.190157633,0.027594088,8.1844,0.244024088,0.658918522,0.783176123,14.69777256,0.170650008,0.825588759,0.033100811,0.016017679,0.035220317,0.598430356,0.456477171,0.6236,0.152158249,0.04481119,9.1011,0.273575653,0.645777857,0.79224949,NaN,BBB
31/12/2014,IQ20763389,16.62673071,0.181967502,0.807554688,0.022746859,0.03841824,0.048968664,0.452730233,0.422182776,1.4156,0.226947615,0.058335749,23.5368,0.386305619,0.517901662,0.732527277,15.593977,0.172219269,0.809100419,0.030359842,0.017949739,0.02967956,0.556740831,0.462428872,0.7914,0.188632493,0.039253894,12.5582,0.29309923,0.607686533,0.783475052,NaN,BBB
31/03/2015,IQ20763389,18.58811218,0.138390471,0.782882461,0.033894315,0.015848739,0.029132454,0.44749909,0.528119263,0.9556,0.210181807,0.044793975,17.7628,0.243693523,0.665178603,0.769081573,16.47643629,0.164367798,0.798097146,0.030460806,0.016739695,0.031136371,0.551857953,0.464965711,0.9016,0.206603381,0.041415072,15.0609,0.284645865,0.61939582,0.770103414,NaN,BBB
30/06/2015,IQ20763389,20.03786445,0.136250415,0.79025201,0.033639699,0.010663442,0.03829982,0.568439277,0.317719616,1.0564,0.257330191,0.040268919,21.168,0.254865333,0.693230103,0.726240158,17.66502171,0.155130116,0.79358875,0.030517313,0.017844831,0.034556073,0.536866411,0.424072445,0.9897,0.221154311,0.042748183,17.663,0.28222214,0.633807223,0.752756283,NaN,BBB
30/09/2015,IQ20763389,20.83762598,0.130478908,0.753567171,0.034426159,0.014818096,0.03258034,0.548623386,0.417004736,0.7144,0.17810441,0.039075367,14.8864,0.214464083,0.721468131,0.710943614,19.02258333,0.146771824,0.783564083,0.031176758,0.019937129,0.037245319,0.504322996,0.421256598,1.0355,0.218141006,0.045618503,19.3385,0.274832139,0.649444625,0.734698156,NaN,BBB
31/12/2015,IQ20763389,19.19636364,0.132488761,0.937581028,0.016456711,0.013559554,0.026775007,0.584324306,0.480878673,0.55,0.135499101,0.039994404,10.558,0.37654173,0.753394524,0.692967847,19.66499156,0.134402139,0.816070668,0.029604221,0.013722458,0.031696905,0.537221515,0.435930572,0.8191,0.195278877,0.041033166,16.0938,0.272391167,0.70831784,0.724808298,NaN,BBB
31/03/2016,IQ20763389,17.55266955,0.120495237,0.988356319,NaN,0.018606157,0.027220461,0.47101364,0.577300482,1.1088,0.22039715,0.049881749,19.4624,0.223834174,0.735385989,0.680456874,19.4061309,0.12992833,0.867439132,0.02817419,0.014411812,0.031218907,0.543100152,0.448225877,0.8574,0.197832713,0.04230511,16.5187,0.26742633,0.725869687,0.702652123,NaN,BBB
30/06/2016,IQ20763389,17.15189003,0.195484787,0.769859952,0.020647904,0.01997969,0.004666573,0.640897549,0.893703608,0.582,0.188784537,0.030781866,9.9824,0.367191533,0.54046264,0.672662085,18.6846373,0.144736923,0.862341118,0.023843591,0.016740874,0.022810595,0.56121472,0.592221875,0.7388,0.180696299,0.039933347,13.7223,0.29550788,0.687677821,0.689257605,NaN,BBB
30/09/2016,IQ20763389,16.76258993,0.190938217,0.768945211,0.021964213,0.00944965,0.014104185,0.647155804,0.682948482,0.5004,0.159403748,0.032086529,8.388,0.350166277,0.562434363,0.666896518,17.66587829,0.159851751,0.866185628,0.019689609,0.015398763,0.018191557,0.585847825,0.658707811,0.6853,0.176021134,0.038186137,12.0977,0.329433428,0.647919379,0.678245831,NaN,BBB
31/12/2016,IQ20763389,16.5607514,0.148504937,0.938910646,0.023828515,0.020333662,0.014332729,0.580995013,0.707109591,1.0008,0.260326045,0.037961977,16.574,0.375880406,0.771563645,0.677201012,17.00697523,0.163855795,0.866518032,0.022146877,0.01709229,0.015080987,0.585015502,0.715265541,0.798,0.20722787,0.03767803,13.6017,0.329268098,0.652461659,0.674304122,NaN,BBB
31/03/2017,IQ20763389,16.23353041,0.156169584,0.911607264,0.025992636,0.013899645,0.018074301,0.550594377,0.622677499,0.9472,0.231596636,0.040180017,15.3764,0.365375199,0.709788259,0.716057318,16.67719044,0.172774381,0.847330768,0.023108317,0.015915662,0.012794447,0.604910686,0.726609795,0.7576,0.210027742,0.035252597,12.5802,0.364653354,0.646062226,0.683204233,NaN,BBB
30/06/2017,IQ20763389,16.20653654,0.152637424,0.708963159,0.024241722,0.014085781,0.016604546,0.505411402,0.645812572,0.8812,0.251700931,0.034202604,14.2812,0.178071708,0.761479859,0.668919691,16.44085207,0.16206254,0.83210657,0.024006772,0.014442184,0.01577894,0.571039149,0.664637036,0.8324,0.22575684,0.036107782,13.6549,0.317373397,0.701316531,0.682268635,NaN,BBB
30/09/2017,IQ20763389,16.2755511,0.15577416,0.930864288,0.024609501,0.017778697,0.022625036,0.576000314,0.462333426,0.3992,0.124917149,0.031780514,6.4972,0.392945864,0.734180047,0.681073014,16.31909236,0.153271526,0.872586339,0.024668093,0.016524446,0.017909153,0.553250277,0.609483272,0.8071,0.217135191,0.036031278,13.1822,0.328068294,0.744252952,0.685812759,NaN,BBB
31/12/2017,IQ20763389,16.21061571,0.155427693,0.924200881,0.021695288,0.020375229,0.010752491,0.532596525,0.765358244,0.942,0.239711635,0.038532072,15.2704,0.390873967,0.72606906,0.678712343,16.23155844,0.155002215,0.868908898,0.024134787,0.016534838,0.017014094,0.541150654,0.624045435,0.7924,0.211981588,0.036173802,12.8563,0.331816685,0.732879306,0.686190591,NaN,BBB-
31/03/2018,IQ20763389,16.13247173,0.162498328,0.722762794,0.028284944,0.015948643,0.023975827,0.518915613,0.494259734,0.7428,0.206306924,0.035882852,11.9832,0.203545378,0.741756555,0.665871337,16.20629377,0.156584401,0.82169778,0.024707864,0.017047087,0.018489475,0.533230963,0.591940994,0.7413,0.20565916,0.035099511,12.008,0.291359229,0.74087138,0.673644096,NaN,BBB-
30/09/2012,IQ25776879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BBB-
31/12/2012,IQ25776879,NaN,0.329777981,1.151437201,0.108326007,0.076931086,0.037660732,0.460676098,0.70538231,NaN,0.166551872,0.120168103,NaN,0.499193447,0.783887248,0.623272557,NaN,0.329777981,1.151437201,0.108326007,0.076931086,0.037660732,0.460676098,0.70538231,NaN,0.166551872,0.120168103,NaN,0.499193447,0.783887248,0.623272557,NaN,BBB-
31/03/2013,IQ25776879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.329777981,1.151437201,0.108326007,0.076931086,0.037660732,0.460676098,0.70538231,NaN,0.166551872,0.120168103,NaN,0.499193447,0.783887248,0.623272557,NaN,BBB-
30/06/2013,IQ25776879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.329777981,1.151437201,0.108326007,0.076931086,0.037660732,0.460676098,0.70538231,NaN,0.166551872,0.120168103,NaN,0.499193447,0.783887248,0.623272557,NaN,BBB
30/09/2013,IQ25776879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.329777981,1.151437201,0.108326007,0.076931086,0.037660732,0.460676098,0.70538231,NaN,0.166551872,0.120168103,NaN,0.499193447,0.783887248,0.623272557,NaN,BBB
31/12/2013,IQ25776879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BBB
31/03/2014,IQ25776879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BBB
30/06/2014,IQ25776879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BBB
30/09/2014,IQ25776879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BBB
31/12/2014,IQ25776879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BBB
31/03/2015,IQ25776879,NaN,0.159523417,1.424410284,NaN,0.087230892,0.11075947,0.710616427,0.032498875,NaN,0.106015883,0.104126814,NaN,0.475097861,0.680389638,0.686107037,NaN,0.159523417,1.424410284,NaN,0.087230892,0.11075947,0.710616427,0.032498875,NaN,0.106015883,0.104126814,NaN,0.475097861,0.680389638,0.686107037,NaN,BBB
30/06/2015,IQ25776879,NaN,NaN,NaN,NaN,NaN,NaN,0.567886268,1.016579499,NaN,0.230132383,NaN,NaN,NaN,NaN,NaN,NaN,0.159523417,1.424410284,NaN,0.087230892,0.11075947,0.639251347,0.524539187,NaN,0.168074133,0.104126814,NaN,0.475097861,0.680389638,0.686107037,NaN,BBB
30/09/2015,IQ25776879,NaN,NaN,NaN,NaN,NaN,NaN,0.651089596,0.493628283,NaN,0.146253335,NaN,NaN,NaN,NaN,NaN,NaN,0.159523417,1.424410284,NaN,0.087230892,0.11075947,0.64319743,0.514235552,NaN,0.160800534,0.104126814,NaN,0.475097861,0.680389638,0.686107037,NaN,BBB
