Fecha,Ticker,Utilidad Operacional del Trimestre / Activo Total,Utilidad Operacional del Trimestre / Activo Total (Promedio LTM),Margen EBITDA del Trimestre,Margen EBITDA del Trimestre (Promedio LTM),Margen Neto del Trimestre,Margen Neto del Trimestre (Promedio LTM),Utilidad Neta del Trimestre Anualizada / Total Patrimonio,Utilidad Neta del Trimestre Anualizada / Total Patrimonio (Promedio LTM),Total Activo / Total Patrimonio,Total Activo / Total Patrimonio (Promedio LTM),Deuda Neta / EBITDA del Trimestre Anualizado,Deuda Neta / EBITDA del Trimestre Anualizado (Promedio LTM),Deuda Bruta / Activo,Deuda Bruta / Activo (Promedio LTM),EBITDA del Trimestre Anualizado / Intereses,EBITDA del Trimestre Anualizado / Intereses (Promedio LTM),Crecimiento del EBITDA Últimos 12 Meses EBITDA,Crecimiento del EBITDA Últimos 12 Meses EBITDA (Promedio LTM),Ingresos del Trimestre Anualizados / Total Activo,Ingresos del Trimestre Anualizados / Total Activo (Promedio LTM),Activo Corto Plazo / Pasivo Corto Plazo,Activo Corto Plazo / Pasivo Corto Plazo (Promedio LTM),Rating Test,Rating Predicc
30/06/2015,IQ4997563,0.005425649,0.004583925,0.43312700000000004,0.42541049999999997,0.041474252999999996,0.008446921999999999,2.2592,0.4236,2.411809595,2.30106924,4.797325853,4.906504249,0.49743760000000004,0.479672594,15.632071,15.49301682,3.6272,9.12745,0.238126854,0.228334048,0.895312241,0.760193177,BB-,BB-
30/09/2014,IQ174336,0.026525728,0.022778712000000003,0.11301099999999999,0.105271,0.054978619000000006,0.037818817000000005,27.256,19.3046,3.76144036,3.698027278,0.45540785,0.428165012,0.320901476,0.313918339,24.66653427,23.57689086,1.0928,3.6401,1.305943359,1.298464415,2.410590944,2.41947043,BB+,BB+
30/09/2017,IQ252339,0.009050824,0.014248898000000001,0.175,0.18231275,-0.064772727,-0.008461254,-6.1128,1.6273,2.530240752,2.7438550389999996,3.657467532,3.138989608,0.327106057,0.324882147,18.66666667,16.34912831,670.0,168.207225,0.408447436,0.479723649,1.9659090909999999,2.152522699,BB,BB+
31/03/2015,IQ350475,0.008758568000000001,0.019225545,0.202069,0.27880225,-0.006086426999999999,0.12102651099999999,-0.8436,27.794,5.735413417,5.250834557,8.312515849,5.699495763,0.643836362,0.6510328120000001,8.623360182,12.75798265,11.0367,36.1085,0.35752366399999996,0.40587073100000004,1.3966244730000001,1.6238505159999999,B+,BB-
30/06/2014,IQ523191,0.034001762000000005,0.03830798,0.15951500000000002,0.1679165,0.116939165,0.108125919,41.3988,38.4624,3.37417928,3.2231341889999996,1.206167815,1.08522694,0.275209439,0.263953235,56.32223399,65.9055967,-5.9687,2.0516,0.9871981320000001,1.027446538,0.733809431,0.715598767,A+,A+
30/09/2014,IQ283356,0.028975399,0.051164755,0.164056,0.26097575,0.061555372000000004,0.120938826,24.8,50.6881,4.578229318,4.354621186,3.0510898810000002,2.2964849430000003,0.48896779100000004,0.483687892,44.22220622,68.99852496,-7.728,140.7865,0.922901344,0.9279315640000001,0.7661947659999999,0.780401597,BBB+,BBB+
30/09/2016,IQ174336,0.023195318,0.022746205,0.11199400000000001,0.10217000000000001,0.041184971,0.011721632,28.5712,10.3079,5.302298851000001,5.2530635839999995,1.309679988,1.2631434240000001,0.360936484,0.362142211,22.96291793,21.18511698,0.6493,-11.8526,1.200086711,1.280688877,2.10942492,2.183416521,BB+,BB+
31/03/2016,IQ174336,0.022157565,0.023246318,0.097998,0.10079400000000001,0.031055901,0.022287736000000002,22.3904,13.785,5.054298643,4.739016331,1.3521212269999998,1.10625867,0.35832587299999996,0.352591219,21.036904,21.35113577,-15.4762,-15.238625,1.297224709,1.2971903390000001,2.224826389,2.236330766,BB+,BB+
30/09/2013,IQ273607,0.027269242000000003,0.026705676,0.42595200000000005,0.3673905,0.133171127,0.137901361,16.7936,15.1346,2.476774551,2.162804075,1.799699411,1.3726587019999998,0.337438896,0.252459074,64.83936,101.30856209999999,53.6571,4.35065,0.39394229799999997,0.401334329,2.1356158290000002,3.041214073,BBB,AA
31/03/2014,IQ110741,0.024507447999999998,0.022190821,0.09097899999999999,0.0669455,0.034214619,0.019750231,12.6508,7.9211,2.6094043890000003,2.484573459,1.92950377,1.953344145,0.32027871199999997,0.27644692600000004,19.49983233,26.30984915,-15.8274,-27.8414,1.235944258,1.5309881330000001,1.7779980180000001,1.7028883190000002,BBB,BBB-
30/06/2016,IQ309162,0.013656098,0.013623745,0.54671,0.49509475,0.14285714300000002,-0.114822547,9.8472,-6.4109,4.238110838,3.618133502,6.89445176,6.443139873,0.561909792,0.540013944,11.70427401,13.5415983,14.3726,6.2992,0.141765759,0.164268305,1.798903665,0.8666521559999999,A-,A-
